"Land","Jahr","Kategorie","Wert"
"Paraguay",2015,"KM10",0
"Uruguay",2015,"KM10",0
"USA",2015,"KM10",14631299
"Vereinigte Arabische Emirate",2015,"KM10",0
"Bahrain",2015,"KM10",0
"Brunei",2015,"KM10",0
"Hong-Kong",2015,"KM10",0
"Indien",2015,"KM10",0
"Indonesien",2015,"KM10",139051
"Israel",2015,"KM10",16850
"Japan",2015,"KM10",0
"Jordanien",2015,"KM10",0
"Katar",2015,"KM10",0
"Südkorea",2015,"KM10",0
"Kuwait",2015,"KM10",0
"Libanon",2015,"KM10",0
"Macau",2015,"KM10",0
"Malaysia",2015,"KM10",9140
"Mongolei",2015,"KM10",0
"Oman",2015,"KM10",0
"Pakistan",2015,"KM10",0
"Saudi-Arabien",2015,"KM10",0
"Singapur",2015,"KM10",0
"Australien",2015,"KM10",0
"Neuseeland",2015,"KM10",0
"Belgien",2016,"KM10",542800
"Bosnien-Herzegowina",2016,"KM10",0
"Bulgarien",2016,"KM10",0
"Dänemark",2016,"KM10",0
"Deutschland",2016,"KM10",1206235
"Estland",2016,"KM10",0
"Finnland",2016,"KM10",103022
"Frankreich",2016,"KM10",2835357
"Griechenland",2016,"KM10",0
"Grossbritannien",2016,"KM10",1122408
"Irland",2016,"KM10",0
"Island",2016,"KM10",0
"Italien",2016,"KM10",0
"Kroatien",2016,"KM10",0
"Lettland",2016,"KM10",0
"Litauen",2016,"KM10",0
"Luxemburg",2016,"KM10",0
"Malta",2016,"KM10",0
"Niederlande",2016,"KM10",0
"Norwegen",2016,"KM10",0
"Österreich",2016,"KM10",0
"Polen",2016,"KM10",0
"Portugal",2016,"KM10",0
"Rumänien",2016,"KM10",0
"Schweden",2016,"KM10",568238
"Serbien",2016,"KM10",86710
"Slowakei",2016,"KM10",0
"Slowenien",2016,"KM10",0
"Spanien",2016,"KM10",458565
"Tschechische Rep.",2016,"KM10",0
"Türkei",2016,"KM10",0
"Ungarn",2016,"KM10",0
"Zypern",2016,"KM10",0
"Kenia",2016,"KM10",0
"Mali",2016,"KM10",0
"Südafrika",2016,"KM10",0
"Tunesien",2016,"KM10",0
"Argentinien",2016,"KM10",0
"Brasilien",2016,"KM10",0
"Chile",2016,"KM10",51
"Kanada",2016,"KM10",172042
"Kolumbien",2016,"KM10",142889
"Mexiko",2016,"KM10",0
"Paraguay",2016,"KM10",0
"USA",2016,"KM10",16417263
"Vereinigte Arabische Emirate",2016,"KM10",0
"Bahrain",2016,"KM10",0
"Bangladesch",2016,"KM10",0
"Brunei",2016,"KM10",0
"China",2016,"KM10",0
"Georgien",2016,"KM10",0
"Hong-Kong",2016,"KM10",0
"Indien",2016,"KM10",0
"Indonesien",2016,"KM10",220
"Israel",2016,"KM10",0
"Japan",2016,"KM10",0
"Jordanien",2016,"KM10",0
"Katar",2016,"KM10",0
"Südkorea",2016,"KM10",0
"Kuwait",2016,"KM10",0
"Macau",2016,"KM10",0
"Malaysia",2016,"KM10",0
"Oman",2016,"KM10",0
"Pakistan",2016,"KM10",0
"Philippinen",2016,"KM10",0
"Saudi-Arabien",2016,"KM10",0
"Singapur",2016,"KM10",0
"Vietnam",2016,"KM10",0
"Australien",2016,"KM10",0
"Neuseeland",2016,"KM10",0
"Belgien",2000,"KM16",0
"Dänemark",2000,"KM16",0
"Deutschland",2000,"KM16",0
"Finnland",2000,"KM16",0
"Frankreich",2000,"KM16",0
"Grossbritannien",2000,"KM16",0
"Griechenland",2000,"KM16",0
"Island",2000,"KM16",0
"Italien",2000,"KM16",0
"Litauen",2000,"KM16",0
"Luxemburg",2000,"KM16",0
"Malta",2000,"KM16",0
"Niederlande",2000,"KM16",0
"Norwegen",2000,"KM16",0
"Österreich",2000,"KM16",0
"Polen",2000,"KM16",0
"Rumänien",2000,"KM16",0
"Schweden",2000,"KM16",0
"Slowakei",2000,"KM16",0
"Spanien",2000,"KM16",0
"Tschechien",2000,"KM16",0
"Ungarn",2000,"KM16",0
"Ägypten",2000,"KM16",0
"Elfenbeinküste",2000,"KM16",0
"Guinea",2000,"KM16",0
"Kenia",2000,"KM16",0
"Niger",2000,"KM16",0
"Südafrika",2000,"KM16",0
"Sudan",2000,"KM16",0
"Tansania",2000,"KM16",0
"Tunesien",2000,"KM16",0
"Argentinien",2000,"KM16",0
"Barbados",2000,"KM16",0
"Belize",2000,"KM16",0
"Brasilien",2000,"KM16",0
"Chile",2000,"KM16",0
"Ecuador",2000,"KM16",0
"Honduras",2000,"KM16",0
"Kanada",2000,"KM16",0
"El Salvador",2000,"KM16",0
"USA",2000,"KM16",0
"Venezuela",2000,"KM16",0
"Vereinigte Arabische Emirate",2000,"KM16",0
"Bahrain",2000,"KM16",0
"Brunei",2000,"KM16",0
"Hong-Kong",2000,"KM16",0
"Japan",2000,"KM16",0
"Jordanien",2000,"KM16",0
"Kuwait",2000,"KM16",0
"Malaysia",2000,"KM16",0
"Oman",2000,"KM16",0
"Pakistan",2000,"KM16",0
"Philippinen",2000,"KM16",0
"Saudi-Arabien",2000,"KM16",0
"Singapur",2000,"KM16",0
"Südkorea",2000,"KM16",0
"Thailand",2000,"KM16",0
"Belgien",2001,"KM16",0
"Dänemark",2001,"KM16",0
"Deutschland",2001,"KM16",76413
"Finnland",2001,"KM16",0
"Frankreich",2001,"KM16",0
"Grossbritannien",2001,"KM16",0
"Griechenland",2001,"KM16",0
"Irland",2001,"KM16",0
"Island",2001,"KM16",0
"Italien",2001,"KM16",0
"Kasachstan",2001,"KM16",0
"Luxemburg",2001,"KM16",0
"Lettland",2001,"KM16",0
"Litauen",2001,"KM16",0
"Malta",2001,"KM16",0
"Niederlande",2001,"KM16",0
"Norwegen",2001,"KM16",0
"Österreich",2001,"KM16",0
"Polen",2001,"KM16",0
"Portugal",2001,"KM16",0
"Rumänien",2001,"KM16",0
"Schweden",2001,"KM16",7632
"Slowakei",2001,"KM16",0
"Slowenien",2001,"KM16",0
"Spanien",2001,"KM16",0
"Tschechien",2001,"KM16",0
"Türkei",2001,"KM16",0
"Zypern",2001,"KM16",0
"Ägypten",2001,"KM16",0
"Botswana",2001,"KM16",0
"Burkina Faso",2001,"KM16",0
"Elfenbeinküste",2001,"KM16",0
"Gabun",2001,"KM16",0
"Kenia",2001,"KM16",0
"Madagaskar",2001,"KM16",0
"Malawi",2001,"KM16",0
"Südafrika",2001,"KM16",0
"Sudan",2001,"KM16",0
"Sambia",2001,"KM16",0
"Uganda",2001,"KM16",0
"Vereinigte Arabische Emirate",2001,"KM16",0
"Australien",2001,"KM16",0
"Bahrain",2001,"KM16",0
"Hong-Kong",2001,"KM16",0
"Indien",2001,"KM16",0
"Indonesien",2001,"KM16",0
"Japan",2001,"KM16",0
"Jordanien",2001,"KM16",0
"Katar",2001,"KM16",0
"Südkorea",2001,"KM16",0
"Kuwait",2001,"KM16",0
"Macau",2001,"KM16",0
"Malaysia",2001,"KM16",0
"Neuseeland",2001,"KM16",0
"Oman",2001,"KM16",0
"Pakistan",2001,"KM16",0
"Philippinen",2001,"KM16",0
"Saudi-Arabien",2001,"KM16",0
"Singapur",2001,"KM16",0
"Thailand",2001,"KM16",0
"Argentinien",2001,"KM16",0
"Barbados",2001,"KM16",0
"Brasilien",2001,"KM16",0
"Chile",2001,"KM16",0
"Kanada",2001,"KM16",0
"USA",2001,"KM16",0
"Belgien",2002,"KM16",0
"Bosnien-Herzegowina",2002,"KM16",0
"Bulgarien",2002,"KM16",0
"Dänemark",2002,"KM16",0
"Deutschland",2002,"KM16",337733
"Finnnland",2002,"KM16",0
"Frankreich",2002,"KM16",0
"Grossbritannien",2002,"KM16",0
"Irland",2002,"KM16",0
"Island",2002,"KM16",0
"Italien",2002,"KM16",0
"Lettland",2002,"KM16",0
"Luxemburg",2002,"KM16",0
"Niederlande",2002,"KM16",0
"Norwegen",2002,"KM16",0
"Österreich",2002,"KM16",6251
"Polen",2002,"KM16",0
"Rumänien",2002,"KM16",0
"Schweden",2002,"KM16",0
"Slowakei",2002,"KM16",0
"Spanien",2002,"KM16",378814
"Tschechien",2002,"KM16",0
"Türkei",2002,"KM16",0
"Ungarn",2002,"KM16",0
"Ägypten",2002,"KM16",0
"Benin",2002,"KM16",0
"Kap Verde",2002,"KM16",0
"Elfenbeinküste",2002,"KM16",0
"Gabun",2002,"KM16",0
"Südafrika",2002,"KM16",0
"Sudan",2002,"KM16",0
"Tansania",2002,"KM16",0
"Tunesien",2002,"KM16",0
"Argentinien",2002,"KM16",0
"Barbados",2002,"KM16",0
"Brasilien",2002,"KM16",0
"Chile",2002,"KM16",0
"Dominikanische Republik",2002,"KM16",0
"Ecuador",2002,"KM16",0
"Kanada",2002,"KM16",0
"Macau",2002,"KM16",0
"USA",2002,"KM16",0
"Venezuela",2002,"KM16",0
"Vereinigte Arabische Emirate",2002,"KM16",0
"Bahrain",2002,"KM16",0
"Hong-Kong",2002,"KM16",0
"Israel",2002,"KM16",0
"Japan",2002,"KM16",0
"Jordanien",2002,"KM16",0
"Katar",2002,"KM16",0
"Südkorea",2002,"KM16",0
"Kuwait",2002,"KM16",0
"Malaysia",2002,"KM16",0
"Oman",2002,"KM16",0
"Philippinen",2002,"KM16",0
"Saudi-Arabien",2002,"KM16",0
"Singapur",2002,"KM16",0
"Thailand",2002,"KM16",0
"Australien",2002,"KM16",0
"Andorra",2003,"KM16",0
"Belgien",2003,"KM16",0
"Bosnien-Herzegowina",2003,"KM16",0
"Bulgarien",2003,"KM16",0
"Dänemark",2003,"KM16",0
"Deutschland",2003,"KM16",350316
"Estland",2003,"KM16",0
"Finnland",2003,"KM16",0
"Frankreich",2003,"KM16",0
"Griechenland",2003,"KM16",21192
"Grossbritannien",2003,"KM16",0
"Irland",2003,"KM16",0
"Island",2003,"KM16",0
"Italien",2003,"KM16",0
"Litauen",2003,"KM16",0
"Luxemburg",2003,"KM16",0
"Malta",2003,"KM16",0
"Niederlande",2003,"KM16",0
"Norwegen",2003,"KM16",0
"Österreich",2003,"KM16",32382
"Polen",2003,"KM16",0
"Portugal",2003,"KM16",0
"Rumänien",2003,"KM16",0
"Russland",2003,"KM16",0
"San Marino",2003,"KM16",0
"Schweden",2003,"KM16",0
"Slowakei",2003,"KM16",0
"Slowenien",2003,"KM16",0
"Spanien",2003,"KM16",240853
"Tschechien",2003,"KM16",0
"Türkei",2003,"KM16",0
"Ungarn",2003,"KM16",0
"Ägypten",2003,"KM16",0
"Benin",2003,"KM16",0
"Botswana",2003,"KM16",0
"Gabun",2003,"KM16",0
"Ghana",2003,"KM16",0
"Südafrika",2003,"KM16",0
"Tansania",2003,"KM16",0
"Tunesien",2003,"KM16",0
"Argentinien",2003,"KM16",0
"Barbados",2003,"KM16",0
"Brasilien",2003,"KM16",0
"Chile",2003,"KM16",0
"Dominikanische Republik",2003,"KM16",0
"Kanada",2003,"KM16",0
"USA",2003,"KM16",0
"Vereinigte Arabische Emirate",2003,"KM16",0
"Bahrain",2003,"KM16",0
"Indonesien",2003,"KM16",0
"Japan",2003,"KM16",0
"Jordanien",2003,"KM16",0
"Südkorea",2003,"KM16",0
"Kuwait",2003,"KM16",0
"Libanon",2003,"KM16",0
"Macau",2003,"KM16",0
"Malaysia",2003,"KM16",0
"Oman",2003,"KM16",0
"Pakistan",2003,"KM16",0
"Philippinen",2003,"KM16",0
"Saudi-Arabien",2003,"KM16",0
"Singapur",2003,"KM16",0
"Thailand",2003,"KM16",0
"Australien",2003,"KM16",0
"Neuseeland",2003,"KM16",0
"Belgien",2004,"KM16",0
"Bosnien-Herzegowina",2004,"KM16",0
"Bulgarien",2004,"KM16",0
"Dänemark",2004,"KM16",0
"Deutschland",2004,"KM16",301269
"Estland",2004,"KM16",0
"Finnland",2004,"KM16",0
"Frankreich",2004,"KM16",0
"Griechenland",2004,"KM16",10200
"Grossbritannien",2004,"KM16",0
"Irland",2004,"KM16",0
"Italien",2004,"KM16",1250
"Lettland",2004,"KM16",0
"Litauen",2004,"KM16",0
"Luxemburg",2004,"KM16",0
"Malta",2004,"KM16",0
"Niederlande",2004,"KM16",0
"Norwegen",2004,"KM16",0
"Österreich",2004,"KM16",31962
"Polen",2004,"KM16",0
"Portugal",2004,"KM16",0
"Rumänien",2004,"KM16",0
"Russland",2004,"KM16",0
"San Marino",2004,"KM16",0
"Schweden",2004,"KM16",0
"Slowakei",2004,"KM16",0
"Slowenien",2004,"KM16",0
"Spanien",2004,"KM16",458576
"Tschechien",2004,"KM16",0
"Türkei",2004,"KM16",0
"Ungarn",2004,"KM16",0
"Ägypten",2004,"KM16",0
"Botswana",2004,"KM16",0
"Kenia",2004,"KM16",0
"Südafrika",2004,"KM16",0
"Tunesien",2004,"KM16",0
"Argentinien",2004,"KM16",0
"Brasilien",2004,"KM16",0
"Chile",2004,"KM16",0
"Dominikanische Republik",2004,"KM16",0
"Kanada",2004,"KM16",0
"Uruguay",2004,"KM16",0
"USA",2004,"KM16",0
"Vereinigte Arabische Emirate",2004,"KM16",0
"Bahrain",2004,"KM16",0
"Hong-Kong",2004,"KM16",0
"Indonesien",2004,"KM16",0
"Japan",2004,"KM16",0
"Jordanien",2004,"KM16",0
"Südkorea",2004,"KM16",0
"Kuwait",2004,"KM16",0
"Libanon",2004,"KM16",0
"Macau",2004,"KM16",0
"Malaysia",2004,"KM16",0
"Oman",2004,"KM16",0
"Saudi-Arabien",2004,"KM16",0
"Singapur",2004,"KM16",0
"Thailand",2004,"KM16",0
"Australien",2004,"KM16",0
"Belgien",2005,"KM16",0
"Bosnien-Herzegowina",2005,"KM16",0
"Bulgarien",2005,"KM16",0
"Dänemark",2005,"KM16",0
"Deutschland",2005,"KM16",989068
"Estland",2005,"KM16",0
"Finnland",2005,"KM16",0
"Frankreich",2005,"KM16",0
"Griechenland",2005,"KM16",147239
"Grossbritannien",2005,"KM16",10597
"Irland",2005,"KM16",0
"Island",2005,"KM16",0
"Italien",2005,"KM16",0
"Kasachstan",2005,"KM16",0
"Kirgisistan",2005,"KM16",0
"Kroatien",2005,"KM16",0
"Litauen",2005,"KM16",0
"Luxemburg",2005,"KM16",0
"Malta",2005,"KM16",0
"Niederlande",2005,"KM16",0
"Norwegen",2005,"KM16",0
"Österreich",2005,"KM16",0
"Polen",2005,"KM16",0
"Portugal",2005,"KM16",0
"Rumänien",2005,"KM16",0
"San Marino",2005,"KM16",0
"Schweden",2005,"KM16",0
"Slowakei",2005,"KM16",0
"Slowenien",2005,"KM16",0
"Spanien",2005,"KM16",173330
"Tschechien",2005,"KM16",0
"Türkei",2005,"KM16",0
"Ungarn",2005,"KM16",0
"Zypern",2005,"KM16",0
"Ägypten",2005,"KM16",0
"Benin",2005,"KM16",0
"Botswana",2005,"KM16",0
"Burkina Faso",2005,"KM16",0
"Kamerun",2005,"KM16",0
"Libyen",2005,"KM16",0
"Namibia",2005,"KM16",0
"Niger",2005,"KM16",0
"Südafrika",2005,"KM16",0
"Tunesien",2005,"KM16",0
"Argentinien",2005,"KM16",0
"Barbados",2005,"KM16",0
"Brasilien",2005,"KM16",0
"Chile",2005,"KM16",0
"Costa Rica",2005,"KM16",0
"Dominikanische Republik",2005,"KM16",0
"Kanada",2005,"KM16",0
"Peru",2005,"KM16",0
"USA",2005,"KM16",55692
"Vereinigte Arabische Emirate",2005,"KM16",0
"Bahrain",2005,"KM16",0
"Bhutan",2005,"KM16",0
"Brunei",2005,"KM16",0
"Hong-Kong",2005,"KM16",0
"Indien",2005,"KM16",0
"Indonesien",2005,"KM16",0
"Japan",2005,"KM16",0
"Jordanien",2005,"KM16",0
"Kuwait",2005,"KM16",0
"Libanon",2005,"KM16",0
"Macau",2005,"KM16",0
"Malaysia",2005,"KM16",0
"Oman",2005,"KM16",0
"Saudi-Arabien",2005,"KM16",0
"Singapur",2005,"KM16",0
"Thailand",2005,"KM16",0
"Australien",2005,"KM16",0
"Neuseeland",2005,"KM16",0
"Belgien",2006,"KM16",0
"Bosnien-Herzegowina",2006,"KM16",0
"Bulgarien",2006,"KM16",0
"Dänemark",2006,"KM16",0
"Deutschland",2006,"KM16",575456
"Estland",2006,"KM16",0
"Finnland",2006,"KM16",0
"Frankreich",2006,"KM16",0
"Griechenland",2006,"KM16",130284
"Grossbritannien",2006,"KM16",0
"Irland",2006,"KM16",0
"Island",2006,"KM16",0
"Italien",2006,"KM16",0
"Kroatien",2006,"KM16",0
"Lettland",2006,"KM16",0
"Litauen",2006,"KM16",0
"Luxemburg",2006,"KM16",0
"Niederlande",2006,"KM16",0
"Norwegen",2006,"KM16",0
"Österreich",2006,"KM16",0
"Polen",2006,"KM16",0
"Portugal",2006,"KM16",0
"Rumänien",2006,"KM16",0
"San Marino",2006,"KM16",0
"Schweden",2006,"KM16",0
"Slowakei",2006,"KM16",0
"Slowenien",2006,"KM16",0
"Spanien",2006,"KM16",10413
"Tschechien",2006,"KM16",0
"Türkei",2006,"KM16",0
"Ungarn",2006,"KM16",0
"Zypern",2006,"KM16",0
"Ägypten",2006,"KM16",0
"Benin",2006,"KM16",0
"Botswana",2006,"KM16",0
"Guinea-Bissau",2006,"KM16",0
"Kamerun",2006,"KM16",0
"Namibia",2006,"KM16",0
"Niger",2006,"KM16",0
"Südafrika",2006,"KM16",0
"Argentinien",2006,"KM16",0
"Barbados",2006,"KM16",0
"Brasilien",2006,"KM16",0
"Chile",2006,"KM16",0
"Kanada",2006,"KM16",0
"USA",2006,"KM16",9164
"Vereinigte Arabische Emirate",2006,"KM16",0
"Bahrain",2006,"KM16",0
"Hong-Kong",2006,"KM16",0
"Indien",2006,"KM16",0
"Japan",2006,"KM16",0
"Jordanien",2006,"KM16",0
"Katar",2006,"KM16",0
"Südkorea",2006,"KM16",0
"Kuwait",2006,"KM16",0
"Macau",2006,"KM16",0
"Malaysia",2006,"KM16",0
"Oman",2006,"KM16",0
"Saudi-Arabien",2006,"KM16",0
"Singapur",2006,"KM16",23927
"Australien",2006,"KM16",0
"Neuseeland",2006,"KM16",0
"Belgien",2007,"KM16",0
"Bosnien-Herzegowina",2007,"KM16",0
"Bulgarien",2007,"KM16",0
"Dänemark",2007,"KM16",0
"Deutschland",2007,"KM16",678928
"Estland",2007,"KM16",0
"Finnland",2007,"KM16",0
"Frankreich",2007,"KM16",0
"Griechenland",2007,"KM16",48077
"Grossbritannien",2007,"KM16",0
"Irland",2007,"KM16",0
"Island",2007,"KM16",0
"Italien",2007,"KM16",0
"Kasachstan",2007,"KM16",0
"Kroatien",2007,"KM16",0
"Litauen",2007,"KM16",0
"Luxemburg",2007,"KM16",0
"Malta",2007,"KM16",0
"Niederlande",2007,"KM16",4909
"Norwegen",2007,"KM16",0
"Österreich",2007,"KM16",0
"Polen",2007,"KM16",0
"Portugal",2007,"KM16",0
"Rumänien",2007,"KM16",0
"Russland",2007,"KM16",0
"San Marino",2007,"KM16",0
"Schweden",2007,"KM16",0
"Slowakei",2007,"KM16",0
"Slowenien",2007,"KM16",0
"Spanien",2007,"KM16",21088
"Tschechien",2007,"KM16",0
"Türkei",2007,"KM16",0
"Ukraine",2007,"KM16",0
"Ungarn",2007,"KM16",0
"Zypern",2007,"KM16",0
"Ägypten",2007,"KM16",0
"Kenia",2007,"KM16",0
"Niger",2007,"KM16",0
"Südafrika",2007,"KM16",0
"Argentinien",2007,"KM16",0
"Barbados",2007,"KM16",0
"Brasilien",2007,"KM16",0
"Chile",2007,"KM16",0
"Kanada",2007,"KM16",0
"USA",2007,"KM16",5067
"Uruguay",2007,"KM16",0
"Venezuela",2007,"KM16",0
"Vereinigte Arabische Emirate",2007,"KM16",0
"Bahrain",2007,"KM16",0
"Hong-Kong",2007,"KM16",0
"Indien",2007,"KM16",0
"Japan",2007,"KM16",0
"Jordanien",2007,"KM16",0
"Katar",2007,"KM16",0
"Südkorea",2007,"KM16",0
"Kuwait",2007,"KM16",0
"Libanon",2007,"KM16",0
"Macau",2007,"KM16",0
"Malaysia",2007,"KM16",0
"Oman",2007,"KM16",0
"Pakistan",2007,"KM16",0
"Saudi-Arabien",2007,"KM16",0
"Singapur",2007,"KM16",5874
"Thailand",2007,"KM16",0
"Australien",2007,"KM16",0
"Neuseeland",2007,"KM16",0
"Andorra",2008,"KM16",0
"Belgien",2008,"KM16",0
"Bosnien-Herzegowina",2008,"KM16",0
"Bulgarien",2008,"KM16",0
"Dänemark",2008,"KM16",0
"Deutschland",2008,"KM16",367248
"Estland",2008,"KM16",0
"Finnland",2008,"KM16",0
"Frankreich",2008,"KM16",0
"Griechenland",2008,"KM16",2571
"Grossbritannien",2008,"KM16",0
"Irland",2008,"KM16",0
"Island",2008,"KM16",0
"Italien",2008,"KM16",54903
"Kasachstan",2008,"KM16",0
"Kroatien",2008,"KM16",0
"Lettland",2008,"KM16",0
"Litauen",2008,"KM16",0
"Luxemburg",2008,"KM16",0
"Malta",2008,"KM16",0
"Niederlande",2008,"KM16",0
"Norwegen",2008,"KM16",6410
"Österreich",2008,"KM16",0
"Polen",2008,"KM16",0
"Portugal",2008,"KM16",0
"Rumänien",2008,"KM16",0
"Russland",2008,"KM16",0
"San Marino",2008,"KM16",0
"Schweden",2008,"KM16",0
"Serbien",2008,"KM16",0
"Slowakei",2008,"KM16",0
"Slowenien",2008,"KM16",0
"Spanien",2008,"KM16",19140
"Tschechien",2008,"KM16",0
"Türkei",2008,"KM16",0
"Ukraine",2008,"KM16",0
"Zypern",2008,"KM16",0
"Ägypten",2008,"KM16",0
"Botswana",2008,"KM16",0
"Ghana",2008,"KM16",0
"Kamerun",2008,"KM16",0
"Kenia",2008,"KM16",0
"Niger",2008,"KM16",0
"Südafrika",2008,"KM16",0
"Tansania",2008,"KM16",0
"Argentinien",2008,"KM16",0
"Brasilien",2008,"KM16",0
"Chile",2008,"KM16",0
"Ecuador",2008,"KM16",0
"Kanada",2008,"KM16",0
"USA",2008,"KM16",61377
"Vereinigte Arabische Emirate",2008,"KM16",0
"Bahrain",2008,"KM16",0
"Bangladesch",2008,"KM16",0
"Hong-Kong",2008,"KM16",0
"Indien",2008,"KM16",0
"Israel",2008,"KM16",0
"Japan",2008,"KM16",0
"Jordanien",2008,"KM16",0
"Katar",2008,"KM16",0
"Südkorea",2008,"KM16",0
"Kuwait",2008,"KM16",0
"Libanon",2008,"KM16",0
"Macau",2008,"KM16",0
"Malaysia",2008,"KM16",0
"Oman",2008,"KM16",0
"Pakistan",2008,"KM16",0
"Saudi-Arabien",2008,"KM16",0
"Singapur",2008,"KM16",0
"Thailand",2008,"KM16",0
"Australien",2008,"KM16",0
"Neuseeland",2008,"KM16",0
"Belgien",2009,"KM16",0
"Bosnien-Herzegowina",2009,"KM16",0
"Bulgarien",2009,"KM16",0
"Dänemark",2009,"KM16",0
"Deutschland",2009,"KM16",197377
"Estland",2009,"KM16",0
"Finnland",2009,"KM16",0
"Frankreich",2009,"KM16",270253
"Griechenland",2009,"KM16",0
"Grossbritannien",2009,"KM16",0
"Heiliger Stuhl",2009,"KM16",0
"Irland",2009,"KM16",0
"Italien",2009,"KM16",131045
"Kosovo",2009,"KM16",0
"Kroatien",2009,"KM16",0
"Lettland",2009,"KM16",0
"Litauen",2009,"KM16",0
"Luxemburg",2009,"KM16",0
"Malta",2009,"KM16",0
"Montenegro",2009,"KM16",0
"Niederlande",2009,"KM16",0
"Norwegen",2009,"KM16",0
"Österreich",2009,"KM16",0
"Polen",2009,"KM16",0
"Portugal",2009,"KM16",0
"Rumänien",2009,"KM16",0
"San Marino",2009,"KM16",0
"Schweden",2009,"KM16",104368
"Serbien",2009,"KM16",0
"Slowakei",2009,"KM16",0
"Slowenien",2009,"KM16",0
"Spanien",2009,"KM16",23584
"Tschechien",2009,"KM16",0
"Türkei",2009,"KM16",0
"Ukraine",2009,"KM16",0
"Ungarn",2009,"KM16",0
"Zypern",2009,"KM16",0
"Ägypten",2009,"KM16",0
"Algerien",2009,"KM16",0
"Botswana",2009,"KM16",0
"Gabun",2009,"KM16",0
"Guinea",2009,"KM16",0
"Mali",2009,"KM16",0
"Niger",2009,"KM16",0
"Südafrika",2009,"KM16",0
"Brasilien",2009,"KM16",0
"Chile",2009,"KM16",0
"Ecuador",2009,"KM16",0
"Kanada",2009,"KM16",0
"Panama",2009,"KM16",0
"Trinidad Tobago",2009,"KM16",0
"USA",2009,"KM16",20375
"Vereinigte Arabische Emirate",2009,"KM16",0
"Bahrain",2009,"KM16",0
"Brunei",2009,"KM16",0
"Hong-Kong",2009,"KM16",0
"Indonesien",2009,"KM16",0
"Indien",2009,"KM16",0
"Israel",2009,"KM16",0
"Japan",2009,"KM16",0
"Katar",2009,"KM16",0
"Südkorea",2009,"KM16",0
"Kuwait",2009,"KM16",0
"Macau",2009,"KM16",0
"Malaysia",2009,"KM16",0
"Oman",2009,"KM16",0
"Pakistan",2009,"KM16",0
"Saudi-Arabien",2009,"KM16",0
"Singapur",2009,"KM16",0
"Suriname",2009,"KM16",0
"Thailand",2009,"KM16",0
"Turkmenistan",2009,"KM16",0
"Australien",2009,"KM16",0
"Neuseeland",2009,"KM16",0
"Belgien",2010,"KM16",0
"Bosnien-Herzegowina",2010,"KM16",0
"Bulgarien",2010,"KM16",0
"Dänemark",2010,"KM16",0
"Deutschland",2010,"KM16",107904
"Estland",2010,"KM16",0
"Finnland",2010,"KM16",0
"Frankreich",2010,"KM16",131121
"Griechenland",2010,"KM16",0
"Grossbritannien",2010,"KM16",0
"Irland",2010,"KM16",0
"Island",2010,"KM16",0
"Italien",2010,"KM16",87055
"Kosovo",2010,"KM16",0
"Kroatien",2010,"KM16",0
"Litauen",2010,"KM16",0
"Luxemburg",2010,"KM16",0
"Malta",2010,"KM16",0
"Niederlande",2010,"KM16",0
"Norwegen",2010,"KM16",0
"Österreich",2010,"KM16",0
"Polen",2010,"KM16",0
"Portugal",2010,"KM16",0
"Rumänien",2010,"KM16",0
"Russland",2010,"KM16",0
"Schweden",2010,"KM16",0
"Serbien",2010,"KM16",0
"Slowenien",2010,"KM16",0
"Spanien",2010,"KM16",0
"Tschechien",2010,"KM16",0
"Türkei",2010,"KM16",0
"Ukraine",2010,"KM16",0
"Ungarn",2010,"KM16",0
"Zypern",2010,"KM16",0
"Ägypten",2010,"KM16",0
"Botswana",2010,"KM16",0
"Kamerun",2010,"KM16",0
"Südafrika",2010,"KM16",0
"Argentinien",2010,"KM16",0
"Brasilien",2010,"KM16",0
"Chile",2010,"KM16",0
"Costa Rica",2010,"KM16",0
"Ecuador",2010,"KM16",0
"Kanada",2010,"KM16",0
"Paraguay",2010,"KM16",0
"Trinidad Tobago",2010,"KM16",0
"USA",2010,"KM16",34725
"Venezuela",2010,"KM16",0
"Vereinigte Arabische Emirate",2010,"KM16",0
"Bahrain",2010,"KM16",0
"Indien",2010,"KM16",0
"Indonesien",2010,"KM16",0
"Japan",2010,"KM16",0
"Jordanien",2010,"KM16",0
"Kasachstan",2010,"KM16",0
"Katar",2010,"KM16",0
"Südkorea",2010,"KM16",0
"Kuwait",2010,"KM16",0
"Libanon",2010,"KM16",0
"Macau",2010,"KM16",0
"Malaysia",2010,"KM16",0
"Oman",2010,"KM16",0
"Pakistan",2010,"KM16",0
"Saudi-Arabien",2010,"KM16",0
"Singapur",2010,"KM16",0
"Thailand",2010,"KM16",0
"Turkmenistan",2010,"KM16",0
"Australien",2010,"KM16",0
"Neuseeland",2010,"KM16",0
"Belgien",2011,"KM16",0
"Bosnien-Herzegowina",2011,"KM16",0
"Bulgarien",2011,"KM16",0
"Dänemark",2011,"KM16",0
"Deutschland",2011,"KM16",56206
"Estland",2011,"KM16",0
"Finnland",2011,"KM16",0
"Frankreich",2011,"KM16",129326
"Griechenland",2011,"KM16",0
"Grossbritannien",2011,"KM16",0
"Irland",2011,"KM16",0
"Italien",2011,"KM16",80382
"Kroatien",2011,"KM16",0
"Lettland",2011,"KM16",0
