"Land","Jahr","Kategorie","Wert"
"Litauen",2011,"KM16",0
"Luxemburg",2011,"KM16",0
"Malta",2011,"KM16",0
"Niederlande",2011,"KM16",6221
"Norwegen",2011,"KM16",353591
"Österreich",2011,"KM16",0
"Polen",2011,"KM16",0
"Portugal",2011,"KM16",0
"Rumänien",2011,"KM16",0
"Russland",2011,"KM16",0
"Schweden",2011,"KM16",137117
"Slowakei",2011,"KM16",0
"Slowenien",2011,"KM16",0
"Spanien",2011,"KM16",0
"Tschechien",2011,"KM16",0
"Türkei",2011,"KM16",0
"Ukraine",2011,"KM16",0
"Ungarn",2011,"KM16",0
"Zypern",2011,"KM16",0
"Ägypten",2011,"KM16",0
"Botswana",2011,"KM16",0
"Südafrika",2011,"KM16",0
"Argentinien",2011,"KM16",0
"Barbados",2011,"KM16",0
"Brasilien",2011,"KM16",0
"Chile",2011,"KM16",0
"Dominica",2011,"KM16",0
"Dominikanische Republik",2011,"KM16",0
"El Salvador",2011,"KM16",0
"Kanada",2011,"KM16",0
"Peru",2011,"KM16",0
"Uruguay",2011,"KM16",0
"USA",2011,"KM16",168938
"Venezuela",2011,"KM16",0
"Vereinigte Arabische Emirate",2011,"KM16",0
"Bahrain",2011,"KM16",0
"Brunei",2011,"KM16",0
"Hong-Kong",2011,"KM16",0
"Indien",2011,"KM16",0
"Indonesien",2011,"KM16",0
"Israel",2011,"KM16",0
"Japan",2011,"KM16",0
"Jordanien",2011,"KM16",0
"Katar",2011,"KM16",0
"Südkorea",2011,"KM16",0
"Kuwait",2011,"KM16",0
"Malaysia",2011,"KM16",0
"Oman",2011,"KM16",0
"Pakistan",2011,"KM16",0
"Saudi-Arabien",2011,"KM16",0
"Singapur",2011,"KM16",0
"Thailand",2011,"KM16",0
"Australien",2011,"KM16",0
"Neuseeland",2011,"KM16",0
"Belgien",2012,"KM16",0
"Bosnien-Herzegowina",2012,"KM16",0
"Bulgarien",2012,"KM16",0
"Dänemark",2012,"KM16",0
"Deutschland",2012,"KM16",69332
"Estland",2012,"KM16",0
"Finnland",2012,"KM16",0
"Frankreich",2012,"KM16",50140
"Griechenland",2012,"KM16",0
"Grossbritannien",2012,"KM16",0
"Irland",2012,"KM16",0
"Italien",2012,"KM16",68010
"Kosovo",2012,"KM16",0
"Lettland",2012,"KM16",0
"Litauen",2012,"KM16",0
"Luxemburg",2012,"KM16",0
"Malta",2012,"KM16",0
"Mazedonien",2012,"KM16",0
"Niederlande",2012,"KM16",0
"Norwegen",2012,"KM16",318985
"Österreich",2012,"KM16",0
"Polen",2012,"KM16",0
"Portugal",2012,"KM16",0
"Rumänien",2012,"KM16",0
"Russland",2012,"KM16",0
"Schweden",2012,"KM16",0
"Slowakei",2012,"KM16",0
"Slowenien",2012,"KM16",0
"Spanien",2012,"KM16",0
"Tschechien",2012,"KM16",0
"Türkei",2012,"KM16",0
"Ukraine",2012,"KM16",0
"Ungarn",2012,"KM16",0
"Zypern",2012,"KM16",0
"Botswana",2012,"KM16",0
"Ghana",2012,"KM16",0
"Namibia",2012,"KM16",0
"Seychellen",2012,"KM16",0
"Südafrika",2012,"KM16",0
"Brasilien",2012,"KM16",0
"Chile",2012,"KM16",0
"Ecuador",2012,"KM16",0
"Kanada",2012,"KM16",0
"Mexiko",2012,"KM16",0
"Uruguay",2012,"KM16",0
"USA",2012,"KM16",502149
"Venezuela",2012,"KM16",0
"Vereinigte Arabische Emirate",2012,"KM16",0
"Bahrain",2012,"KM16",0
"Brunei",2012,"KM16",0
"Hong-Kong",2012,"KM16",0
"Indien",2012,"KM16",0
"Indonesien",2012,"KM16",0
"Japan",2012,"KM16",0
"Jordanien",2012,"KM16",0
"Kasachstan",2012,"KM16",0
"Katar",2012,"KM16",0
"Südkorea",2012,"KM16",0
"Kuwait",2012,"KM16",0
"Macau",2012,"KM16",0
"Malaysia",2012,"KM16",0
"Oman",2012,"KM16",0
"Pakistan",2012,"KM16",0
"Saudi-Arabien",2012,"KM16",0
"Singapur",2012,"KM16",0
"Thailand",2012,"KM16",0
"Australien",2012,"KM16",0
"Neuseeland",2012,"KM16",0
"Belgien",2013,"KM16",0
"Bosnien-Herzegowina",2013,"KM16",0
"Bulgarien",2013,"KM16",0
"Dänemark",2013,"KM16",0
"Deutschland",2013,"KM16",47518
"Estland",2013,"KM16",0
"Finnland",2013,"KM16",189251
"Frankreich",2013,"KM16",26947
"Griechenland",2013,"KM16",0
"Grossbritannien",2013,"KM16",0
"Irland",2013,"KM16",0
"Italien",2013,"KM16",19110
"Kosovo",2013,"KM16",0
"Kroatien",2013,"KM16",0
"Lettland",2013,"KM16",0
"Litauen",2013,"KM16",0
"Luxemburg",2013,"KM16",0
"Malta",2013,"KM16",0
"Niederlande",2013,"KM16",8220
"Norwegen",2013,"KM16",0
"Österreich",2013,"KM16",0
"Polen",2013,"KM16",0
"Portugal",2013,"KM16",0
"Rumänien",2013,"KM16",0
"Russland",2013,"KM16",0
"Schweden",2013,"KM16",177861
"Serbien",2013,"KM16",0
"Slowakei",2013,"KM16",0
"Slowenien",2013,"KM16",0
"Spanien",2013,"KM16",0
"Tschechien",2013,"KM16",0
"Türkei",2013,"KM16",0
"Ukraine",2013,"KM16",0
"Ungarn",2013,"KM16",0
"Zypern",2013,"KM16",0
"Ghana",2013,"KM16",0
"Kenia",2013,"KM16",0
"Mali",2013,"KM16",0
"Seychellen",2013,"KM16",0
"Südafrika",2013,"KM16",0
"Argentinien",2013,"KM16",0
"Brasilien",2013,"KM16",0
"Chile",2013,"KM16",0
"Ecuador",2013,"KM16",0
"Kanada",2013,"KM16",0
"Mexiko",2013,"KM16",0
"USA",2013,"KM16",1230549
"Venezuela",2013,"KM16",0
"Vereinigte Arabische Emirate",2013,"KM16",0
"Bahrain",2013,"KM16",0
"Brunei",2013,"KM16",0
"Hong-Kong",2013,"KM16",0
"Indien",2013,"KM16",0
"Indonesien",2013,"KM16",0
"Israel",2013,"KM16",0
"Japan",2013,"KM16",0
"Jordanien",2013,"KM16",0
"Katar",2013,"KM16",0
"Südkorea",2013,"KM16",0
"Kuwait",2013,"KM16",0
"Libanon",2013,"KM16",0
"Macau",2013,"KM16",0
"Malaysia",2013,"KM16",0
"Oman",2013,"KM16",0
"Pakistan",2013,"KM16",0
"Saudi-Arabien",2013,"KM16",0
"Singapur",2013,"KM16",0
"Thailand",2013,"KM16",0
"Vietnam",2013,"KM16",0
"Australien",2013,"KM16",0
"Neuseeland",2013,"KM16",0
"Belgien",2014,"KM16",0
"Bosnien-Herzegowina",2014,"KM16",0
"Bulgarien",2014,"KM16",0
"Dänemark",2014,"KM16",0
"Deutschland",2014,"KM16",63532
"Estland",2014,"KM16",0
"Finnland",2014,"KM16",0
"Frankreich",2014,"KM16",163576
"Georgien",2014,"KM16",0
"Griechenland",2014,"KM16",0
"Grossbritannien",2014,"KM16",0
"Irland",2014,"KM16",0
"Island",2014,"KM16",0
"Italien",2014,"KM16",9540
"Kosovo",2014,"KM16",0
"Kroatien",2014,"KM16",0
"Lettland",2014,"KM16",0
"Litauen",2014,"KM16",0
"Luxemburg",2014,"KM16",0
"Malta",2014,"KM16",0
"Niederlande",2014,"KM16",0
"Norwegen",2014,"KM16",0
"Österreich",2014,"KM16",0
"Polen",2014,"KM16",0
"Portugal",2014,"KM16",0
"Rumänien",2014,"KM16",0
"Russland",2014,"KM16",0
"Schweden",2014,"KM16",0
"Slowakei",2014,"KM16",0
"Slowenien",2014,"KM16",0
"Spanien",2014,"KM16",0
"Tschechien",2014,"KM16",0
"Türkei",2014,"KM16",0
"Ukraine",2014,"KM16",0
"Ungarn",2014,"KM16",0
"Kenia",2014,"KM16",0
"Mauretanien",2014,"KM16",0
"Südafrika",2014,"KM16",0
"Tunesien",2014,"KM16",0
"Niederländische Antillen",2014,"KM16",0
"Bermuda",2014,"KM16",0
"Brasilien",2014,"KM16",0
"Chile",2014,"KM16",0
"Ecuador",2014,"KM16",0
"Kanada",2014,"KM16",0
"Paraguay",2014,"KM16",0
"USA",2014,"KM16",341038
"Vereinigte Arabische Emirate",2014,"KM16",0
"Bahrain",2014,"KM16",0
"Brunei",2014,"KM16",0
"Hong-Kong",2014,"KM16",0
"Indien",2014,"KM16",0
"Indonesien",2014,"KM16",0
"Israel",2014,"KM16",0
"Japan",2014,"KM16",0
"Jordanien",2014,"KM16",0
"Kasachstan",2014,"KM16",0
"Katar",2014,"KM16",0
"Südkorea",2014,"KM16",0
"Kuwait",2014,"KM16",0
"Libanon",2014,"KM16",0
"Macau",2014,"KM16",0
"Malaysia",2014,"KM16",0
"Oman",2014,"KM16",0
"Pakistan",2014,"KM16",0
"Saudi-Arabien",2014,"KM16",0
"Singapur",2014,"KM16",0
"Thailand",2014,"KM16",0
"Vietnam",2014,"KM16",0
"Australien",2014,"KM16",0
"Französisch-Polynesien",2014,"KM16",0
"Neuseeland",2014,"KM16",0
"Belgien",2015,"KM16",0
"Bosnien-Herzegowina",2015,"KM16",0
"Bulgarien",2015,"KM16",0
"Dänemark",2015,"KM16",0
"Deutschland",2015,"KM16",151099
"Estland",2015,"KM16",0
"Finnland",2015,"KM16",0
"Frankreich",2015,"KM16",0
"Griechenland",2015,"KM16",0
"Grossbritannien",2015,"KM16",0
"Irland",2015,"KM16",0
"Island",2015,"KM16",0
"Italien",2015,"KM16",73690
"Kosovo",2015,"KM16",0
"Kroatien",2015,"KM16",0
"Lettland",2015,"KM16",0
"Litauen",2015,"KM16",0
"Luxemburg",2015,"KM16",0
"Malta",2015,"KM16",0
"Niederlande",2015,"KM16",0
"Norwegen",2015,"KM16",0
"Österreich",2015,"KM16",0
"Polen",2015,"KM16",0
"Portugal",2015,"KM16",0
"Rumänien",2015,"KM16",0
"Russland",2015,"KM16",0
"Schweden",2015,"KM16",0
"Slowakei",2015,"KM16",0
"Slowenien",2015,"KM16",0
"Spanien",2015,"KM16",0
"Tschechien",2015,"KM16",0
"Türkei",2015,"KM16",0
"Ungarn",2015,"KM16",0
"Heiliger Stuhl",2015,"KM16",0
"Zypern",2015,"KM16",0
"Ghana",2015,"KM16",0
"Kenia",2015,"KM16",0
"Senegal",2015,"KM16",0
"Südafrika",2015,"KM16",0
"Brasilien",2015,"KM16",0
"Chile",2015,"KM16",0
"Dominikanische Republik",2015,"KM16",0
"Ecuador",2015,"KM16",0
"El Salvador",2015,"KM16",0
"Kanada",2015,"KM16",0
"Mexiko",2015,"KM16",0
"Paraguay",2015,"KM16",0
"Uruguay",2015,"KM16",0
"USA",2015,"KM16",489742
"Vereinigte Arabische Emirate",2015,"KM16",0
"Bahrain",2015,"KM16",0
"Brunei",2015,"KM16",0
"Hong-Kong",2015,"KM16",0
"Indien",2015,"KM16",0
"Indonesien",2015,"KM16",0
"Israel",2015,"KM16",0
"Japan",2015,"KM16",0
"Jordanien",2015,"KM16",0
"Katar",2015,"KM16",0
"Südkorea",2015,"KM16",0
"Kuwait",2015,"KM16",0
"Libanon",2015,"KM16",0
"Macau",2015,"KM16",0
"Malaysia",2015,"KM16",0
"Mongolei",2015,"KM16",0
"Oman",2015,"KM16",0
"Pakistan",2015,"KM16",0
"Saudi-Arabien",2015,"KM16",0
"Singapur",2015,"KM16",0
"Australien",2015,"KM16",0
"Neuseeland",2015,"KM16",0
"Belgien",2016,"KM16",0
"Bosnien-Herzegowina",2016,"KM16",0
"Bulgarien",2016,"KM16",0
"Dänemark",2016,"KM16",0
"Deutschland",2016,"KM16",2662
"Estland",2016,"KM16",0
"Finnland",2016,"KM16",0
"Frankreich",2016,"KM16",0
"Griechenland",2016,"KM16",0
"Grossbritannien",2016,"KM16",0
"Irland",2016,"KM16",0
"Island",2016,"KM16",0
"Italien",2016,"KM16",4620
"Kroatien",2016,"KM16",0
"Lettland",2016,"KM16",0
"Litauen",2016,"KM16",0
"Luxemburg",2016,"KM16",0
"Malta",2016,"KM16",0
"Niederlande",2016,"KM16",0
"Norwegen",2016,"KM16",0
"Österreich",2016,"KM16",0
"Polen",2016,"KM16",0
"Portugal",2016,"KM16",0
"Rumänien",2016,"KM16",0
"Schweden",2016,"KM16",0
"Serbien",2016,"KM16",0
"Slowakei",2016,"KM16",0
"Slowenien",2016,"KM16",0
"Spanien",2016,"KM16",0
"Tschechische Rep.",2016,"KM16",0
"Türkei",2016,"KM16",0
"Ungarn",2016,"KM16",0
"Zypern",2016,"KM16",0
"Kenia",2016,"KM16",0
"Mali",2016,"KM16",0
"Südafrika",2016,"KM16",0
"Tunesien",2016,"KM16",0
"Argentinien",2016,"KM16",0
"Brasilien",2016,"KM16",0
"Chile",2016,"KM16",0
"Kanada",2016,"KM16",0
"Kolumbien",2016,"KM16",0
"Mexiko",2016,"KM16",0
"Paraguay",2016,"KM16",0
"USA",2016,"KM16",281554
"Vereinigte Arabische Emirate",2016,"KM16",0
"Bahrain",2016,"KM16",0
"Bangladesch",2016,"KM16",0
"Brunei",2016,"KM16",0
"China",2016,"KM16",0
"Georgien",2016,"KM16",0
"Hong-Kong",2016,"KM16",0
"Indien",2016,"KM16",0
"Indonesien",2016,"KM16",0
"Israel",2016,"KM16",0
"Japan",2016,"KM16",0
"Jordanien",2016,"KM16",0
"Katar",2016,"KM16",0
"Südkorea",2016,"KM16",0
"Kuwait",2016,"KM16",0
"Macau",2016,"KM16",0
"Malaysia",2016,"KM16",0
"Oman",2016,"KM16",0
"Pakistan",2016,"KM16",0
"Philippinen",2016,"KM16",0
"Saudi-Arabien",2016,"KM16",0
"Singapur",2016,"KM16",0
"Vietnam",2016,"KM16",0
"Australien",2016,"KM16",0
"Neuseeland",2016,"KM16",0
"Belgien",2000,"Andere",0
"Dänemark",2000,"Andere",0
"Deutschland",2000,"Andere",0
"Finnland",2000,"Andere",0
"Frankreich",2000,"Andere",0
"Grossbritannien",2000,"Andere",0
"Griechenland",2000,"Andere",0
"Island",2000,"Andere",0
"Italien",2000,"Andere",0
"Litauen",2000,"Andere",0
"Luxemburg",2000,"Andere",0
"Malta",2000,"Andere",0
"Niederlande",2000,"Andere",0
"Norwegen",2000,"Andere",0
"Österreich",2000,"Andere",0
"Polen",2000,"Andere",0
"Rumänien",2000,"Andere",0
"Schweden",2000,"Andere",0
"Slowakei",2000,"Andere",0
"Spanien",2000,"Andere",0
"Tschechien",2000,"Andere",0
"Ungarn",2000,"Andere",0
"Ägypten",2000,"Andere",0
"Elfenbeinküste",2000,"Andere",0
"Guinea",2000,"Andere",0
"Kenia",2000,"Andere",0
"Niger",2000,"Andere",0
"Südafrika",2000,"Andere",0
"Sudan",2000,"Andere",0
"Tansania",2000,"Andere",0
"Tunesien",2000,"Andere",0
"Argentinien",2000,"Andere",0
"Barbados",2000,"Andere",0
"Belize",2000,"Andere",0
"Brasilien",2000,"Andere",0
"Chile",2000,"Andere",0
"Ecuador",2000,"Andere",0
"Honduras",2000,"Andere",0
"Kanada",2000,"Andere",0
"El Salvador",2000,"Andere",0
"USA",2000,"Andere",30825
"Venezuela",2000,"Andere",0
"Vereinigte Arabische Emirate",2000,"Andere",0
"Bahrain",2000,"Andere",0
"Brunei",2000,"Andere",0
"Hong-Kong",2000,"Andere",0
"Japan",2000,"Andere",0
"Jordanien",2000,"Andere",0
"Kuwait",2000,"Andere",0
"Malaysia",2000,"Andere",0
"Oman",2000,"Andere",0
"Pakistan",2000,"Andere",0
"Philippinen",2000,"Andere",0
"Saudi-Arabien",2000,"Andere",0
"Singapur",2000,"Andere",0
"Südkorea",2000,"Andere",0
"Thailand",2000,"Andere",0
"Belgien",2001,"Andere",0
"Dänemark",2001,"Andere",0
"Deutschland",2001,"Andere",0
"Finnland",2001,"Andere",0
"Frankreich",2001,"Andere",0
"Grossbritannien",2001,"Andere",0
"Griechenland",2001,"Andere",0
"Irland",2001,"Andere",0
"Island",2001,"Andere",0
"Italien",2001,"Andere",0
"Kasachstan",2001,"Andere",0
"Luxemburg",2001,"Andere",0
"Lettland",2001,"Andere",0
"Litauen",2001,"Andere",0
"Malta",2001,"Andere",0
"Niederlande",2001,"Andere",0
"Norwegen",2001,"Andere",0
"Österreich",2001,"Andere",0
"Polen",2001,"Andere",0
"Portugal",2001,"Andere",0
"Rumänien",2001,"Andere",0
"Schweden",2001,"Andere",0
"Slowakei",2001,"Andere",0
"Slowenien",2001,"Andere",0
"Spanien",2001,"Andere",0
"Tschechien",2001,"Andere",0
"Türkei",2001,"Andere",0
"Zypern",2001,"Andere",0
"Ägypten",2001,"Andere",0
"Botswana",2001,"Andere",0
"Burkina Faso",2001,"Andere",0
"Elfenbeinküste",2001,"Andere",0
"Gabun",2001,"Andere",0
"Kenia",2001,"Andere",0
"Madagaskar",2001,"Andere",0
"Malawi",2001,"Andere",0
"Südafrika",2001,"Andere",0
"Sudan",2001,"Andere",0
"Sambia",2001,"Andere",0
"Uganda",2001,"Andere",0
"Vereinigte Arabische Emirate",2001,"Andere",0
"Australien",2001,"Andere",0
"Bahrain",2001,"Andere",0
"Hong-Kong",2001,"Andere",0
"Indien",2001,"Andere",0
"Indonesien",2001,"Andere",0
"Japan",2001,"Andere",0
"Jordanien",2001,"Andere",0
"Katar",2001,"Andere",0
"Südkorea",2001,"Andere",0
"Kuwait",2001,"Andere",0
"Macau",2001,"Andere",0
"Malaysia",2001,"Andere",0
"Neuseeland",2001,"Andere",0
"Oman",2001,"Andere",0
"Pakistan",2001,"Andere",0
"Philippinen",2001,"Andere",0
"Saudi-Arabien",2001,"Andere",0
"Singapur",2001,"Andere",0
"Thailand",2001,"Andere",0
"Argentinien",2001,"Andere",0
"Barbados",2001,"Andere",0
"Brasilien",2001,"Andere",0
"Chile",2001,"Andere",0
"Kanada",2001,"Andere",0
"USA",2001,"Andere",0
"Belgien",2002,"Andere",0
"Bosnien-Herzegowina",2002,"Andere",0
"Bulgarien",2002,"Andere",0
"Dänemark",2002,"Andere",0
"Deutschland",2002,"Andere",0
"Finnnland",2002,"Andere",0
"Frankreich",2002,"Andere",0
"Grossbritannien",2002,"Andere",0
"Irland",2002,"Andere",0
"Island",2002,"Andere",0
"Italien",2002,"Andere",0
"Lettland",2002,"Andere",0
"Luxemburg",2002,"Andere",0
"Niederlande",2002,"Andere",0
"Norwegen",2002,"Andere",0
"Österreich",2002,"Andere",0
"Polen",2002,"Andere",0
"Rumänien",2002,"Andere",0
"Schweden",2002,"Andere",0
"Slowakei",2002,"Andere",0
"Spanien",2002,"Andere",0
"Tschechien",2002,"Andere",0
"Türkei",2002,"Andere",0
"Ungarn",2002,"Andere",0
"Ägypten",2002,"Andere",0
"Benin",2002,"Andere",0
"Kap Verde",2002,"Andere",0
"Elfenbeinküste",2002,"Andere",0
"Gabun",2002,"Andere",0
"Südafrika",2002,"Andere",0
"Sudan",2002,"Andere",0
"Tansania",2002,"Andere",0
"Tunesien",2002,"Andere",0
"Argentinien",2002,"Andere",0
"Barbados",2002,"Andere",0
"Brasilien",2002,"Andere",0
"Chile",2002,"Andere",0
"Dominikanische Republik",2002,"Andere",0
"Ecuador",2002,"Andere",0
"Kanada",2002,"Andere",0
"Macau",2002,"Andere",0
"USA",2002,"Andere",0
"Venezuela",2002,"Andere",0
"Vereinigte Arabische Emirate",2002,"Andere",0
"Bahrain",2002,"Andere",0
"Hong-Kong",2002,"Andere",0
"Israel",2002,"Andere",0
"Japan",2002,"Andere",0
"Jordanien",2002,"Andere",0
"Katar",2002,"Andere",0
"Südkorea",2002,"Andere",0
"Kuwait",2002,"Andere",0
"Malaysia",2002,"Andere",0
"Oman",2002,"Andere",0
"Philippinen",2002,"Andere",0
"Saudi-Arabien",2002,"Andere",0
"Singapur",2002,"Andere",0
"Thailand",2002,"Andere",0
"Australien",2002,"Andere",0
"Andorra",2003,"Andere",0
"Belgien",2003,"Andere",0
"Bosnien-Herzegowina",2003,"Andere",0
"Bulgarien",2003,"Andere",0
"Dänemark",2003,"Andere",0
"Deutschland",2003,"Andere",0
"Estland",2003,"Andere",0
"Finnland",2003,"Andere",0
"Frankreich",2003,"Andere",0
"Griechenland",2003,"Andere",0
"Grossbritannien",2003,"Andere",0
"Irland",2003,"Andere",0
"Island",2003,"Andere",0
"Italien",2003,"Andere",0
"Litauen",2003,"Andere",0
"Luxemburg",2003,"Andere",0
"Malta",2003,"Andere",0
"Niederlande",2003,"Andere",0
"Norwegen",2003,"Andere",0
"Österreich",2003,"Andere",0
"Polen",2003,"Andere",0
"Portugal",2003,"Andere",0
"Rumänien",2003,"Andere",0
"Russland",2003,"Andere",0
"San Marino",2003,"Andere",0
"Schweden",2003,"Andere",0
"Slowakei",2003,"Andere",0
"Slowenien",2003,"Andere",0
"Spanien",2003,"Andere",0
"Tschechien",2003,"Andere",0
"Türkei",2003,"Andere",0
"Ungarn",2003,"Andere",0
"Ägypten",2003,"Andere",0
"Benin",2003,"Andere",0
"Botswana",2003,"Andere",0
"Gabun",2003,"Andere",0
"Ghana",2003,"Andere",0
"Südafrika",2003,"Andere",0
"Tansania",2003,"Andere",0
"Tunesien",2003,"Andere",0
"Argentinien",2003,"Andere",0
"Barbados",2003,"Andere",0
"Brasilien",2003,"Andere",0
"Chile",2003,"Andere",0
"Dominikanische Republik",2003,"Andere",0
"Kanada",2003,"Andere",0
"USA",2003,"Andere",0
"Vereinigte Arabische Emirate",2003,"Andere",0
"Bahrain",2003,"Andere",0
"Indonesien",2003,"Andere",0
"Japan",2003,"Andere",0
"Jordanien",2003,"Andere",0
"Südkorea",2003,"Andere",0
"Kuwait",2003,"Andere",0
"Libanon",2003,"Andere",0
"Macau",2003,"Andere",0
"Malaysia",2003,"Andere",0
"Oman",2003,"Andere",0
"Pakistan",2003,"Andere",0
"Philippinen",2003,"Andere",0
"Saudi-Arabien",2003,"Andere",0
"Singapur",2003,"Andere",0
"Thailand",2003,"Andere",0
"Australien",2003,"Andere",0
"Neuseeland",2003,"Andere",0
"Belgien",2004,"Andere",0
"Bosnien-Herzegowina",2004,"Andere",0
"Bulgarien",2004,"Andere",0
"Dänemark",2004,"Andere",0
"Deutschland",2004,"Andere",0
"Estland",2004,"Andere",0
"Finnland",2004,"Andere",0
"Frankreich",2004,"Andere",0
"Griechenland",2004,"Andere",0
"Grossbritannien",2004,"Andere",0
"Irland",2004,"Andere",0
"Italien",2004,"Andere",0
"Lettland",2004,"Andere",0
"Litauen",2004,"Andere",0
"Luxemburg",2004,"Andere",0
"Malta",2004,"Andere",0
"Niederlande",2004,"Andere",0
"Norwegen",2004,"Andere",0
"Österreich",2004,"Andere",0
"Polen",2004,"Andere",0
"Portugal",2004,"Andere",0
"Rumänien",2004,"Andere",0
"Russland",2004,"Andere",0
"San Marino",2004,"Andere",0
"Schweden",2004,"Andere",0
"Slowakei",2004,"Andere",0
"Slowenien",2004,"Andere",0
"Spanien",2004,"Andere",0
"Tschechien",2004,"Andere",0
"Türkei",2004,"Andere",0
"Ungarn",2004,"Andere",0
"Ägypten",2004,"Andere",0
"Botswana",2004,"Andere",0
"Kenia",2004,"Andere",0
"Südafrika",2004,"Andere",0
"Tunesien",2004,"Andere",0
"Argentinien",2004,"Andere",0
"Brasilien",2004,"Andere",0
"Chile",2004,"Andere",0
"Dominikanische Republik",2004,"Andere",0
"Kanada",2004,"Andere",0
"Uruguay",2004,"Andere",0
"USA",2004,"Andere",0
"Vereinigte Arabische Emirate",2004,"Andere",0
"Bahrain",2004,"Andere",0
"Hong-Kong",2004,"Andere",0
"Indonesien",2004,"Andere",0
"Japan",2004,"Andere",0
"Jordanien",2004,"Andere",0
"Südkorea",2004,"Andere",0
"Kuwait",2004,"Andere",0
"Libanon",2004,"Andere",0
"Macau",2004,"Andere",0
"Malaysia",2004,"Andere",0
"Oman",2004,"Andere",0
"Saudi-Arabien",2004,"Andere",0
"Singapur",2004,"Andere",0
"Thailand",2004,"Andere",0
"Australien",2004,"Andere",0
"Belgien",2005,"Andere",0
"Bosnien-Herzegowina",2005,"Andere",0
"Bulgarien",2005,"Andere",0
"Dänemark",2005,"Andere",0
"Deutschland",2005,"Andere",0
"Estland",2005,"Andere",0
"Finnland",2005,"Andere",0
"Frankreich",2005,"Andere",0
"Griechenland",2005,"Andere",0
"Grossbritannien",2005,"Andere",0
"Irland",2005,"Andere",0
"Island",2005,"Andere",0
"Italien",2005,"Andere",0
"Kasachstan",2005,"Andere",0
"Kirgisistan",2005,"Andere",0
"Kroatien",2005,"Andere",0
"Litauen",2005,"Andere",0
"Luxemburg",2005,"Andere",0
"Malta",2005,"Andere",0
"Niederlande",2005,"Andere",0
"Norwegen",2005,"Andere",0
"Österreich",2005,"Andere",0
"Polen",2005,"Andere",0
"Portugal",2005,"Andere",0
"Rumänien",2005,"Andere",0
"San Marino",2005,"Andere",0
"Schweden",2005,"Andere",0
"Slowakei",2005,"Andere",0
"Slowenien",2005,"Andere",0
"Spanien",2005,"Andere",0
"Tschechien",2005,"Andere",0
"Türkei",2005,"Andere",0
"Ungarn",2005,"Andere",0
"Zypern",2005,"Andere",0
"Ägypten",2005,"Andere",0
"Benin",2005,"Andere",0
"Botswana",2005,"Andere",0
"Burkina Faso",2005,"Andere",0
"Kamerun",2005,"Andere",0
"Libyen",2005,"Andere",0
"Namibia",2005,"Andere",0
"Niger",2005,"Andere",0
"Südafrika",2005,"Andere",0
"Tunesien",2005,"Andere",0
"Argentinien",2005,"Andere",0
"Barbados",2005,"Andere",0
"Brasilien",2005,"Andere",0
"Chile",2005,"Andere",0
"Costa Rica",2005,"Andere",0
"Dominikanische Republik",2005,"Andere",0
"Kanada",2005,"Andere",0
"Peru",2005,"Andere",0
"USA",2005,"Andere",0
"Vereinigte Arabische Emirate",2005,"Andere",0
"Bahrain",2005,"Andere",0
"Bhutan",2005,"Andere",0
"Brunei",2005,"Andere",0
"Hong-Kong",2005,"Andere",0
"Indien",2005,"Andere",0
"Indonesien",2005,"Andere",0
"Japan",2005,"Andere",0
"Jordanien",2005,"Andere",0
"Kuwait",2005,"Andere",0
"Libanon",2005,"Andere",0
"Macau",2005,"Andere",0
"Malaysia",2005,"Andere",0
"Oman",2005,"Andere",0
"Saudi-Arabien",2005,"Andere",0
"Singapur",2005,"Andere",0
"Thailand",2005,"Andere",0
"Australien",2005,"Andere",0
"Neuseeland",2005,"Andere",0
"Belgien",2006,"Andere",0
"Bosnien-Herzegowina",2006,"Andere",0
"Bulgarien",2006,"Andere",0
"Dänemark",2006,"Andere",0
"Deutschland",2006,"Andere",0
"Estland",2006,"Andere",0
"Finnland",2006,"Andere",0
"Frankreich",2006,"Andere",0
"Griechenland",2006,"Andere",0
"Grossbritannien",2006,"Andere",0
"Irland",2006,"Andere",0
"Island",2006,"Andere",0
"Italien",2006,"Andere",0
"Kroatien",2006,"Andere",0
"Lettland",2006,"Andere",0
"Litauen",2006,"Andere",0
"Luxemburg",2006,"Andere",0
"Niederlande",2006,"Andere",0
"Norwegen",2006,"Andere",0
"Österreich",2006,"Andere",0
"Polen",2006,"Andere",0
"Portugal",2006,"Andere",0
"Rumänien",2006,"Andere",0
"San Marino",2006,"Andere",0
"Schweden",2006,"Andere",0
"Slowakei",2006,"Andere",0
"Slowenien",2006,"Andere",0
"Spanien",2006,"Andere",0
"Tschechien",2006,"Andere",0
"Türkei",2006,"Andere",0
"Ungarn",2006,"Andere",0
"Zypern",2006,"Andere",0
"Ägypten",2006,"Andere",0
"Benin",2006,"Andere",0
"Botswana",2006,"Andere",0
"Guinea-Bissau",2006,"Andere",0
"Kamerun",2006,"Andere",0
"Namibia",2006,"Andere",0
"Niger",2006,"Andere",0
"Südafrika",2006,"Andere",0
"Argentinien",2006,"Andere",0
"Barbados",2006,"Andere",0
"Brasilien",2006,"Andere",0
"Chile",2006,"Andere",0
"Kanada",2006,"Andere",0
"USA",2006,"Andere",0
"Vereinigte Arabische Emirate",2006,"Andere",0
"Bahrain",2006,"Andere",0
